Path,Size_Bytes,Type,Description,Recommended_Action
scratch/test_app001_c84_p2_closure.py.metadata.json,170,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/test_app001_c85_p4_nomodels.py,7280,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/test_app001_c85_p4_nomodels.py.metadata.json,193,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/test_app001_jarvisol_v1.py,5347,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/test_app001_jarvisol_v1.py.metadata.json,141,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/test_audio_playback.py,1118,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/test_audio_playback.py.metadata.json,94,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/test_bad_pack.py,4093,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/test_bootstrap.py,1548,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/test_bootstrap.py.metadata.json,126,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/test_chatterbox_voice.gguf,35296,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/test_click.py,2015,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/test_click.py.metadata.json,115,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/test_corr01.py,5291,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/test_corr01.py.metadata.json,110,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/test_corr02.py,6815,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/test_corr02.py.metadata.json,106,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/test_corr03.py,4730,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/test_corr03.py.metadata.json,106,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/test_corr04.py,12230,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/test_corr04.py.metadata.json,165,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/test_corr07anchor_matrix_test.dart,24124,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/test_corr07anchor_matrix_test.dart.metadata.json,126,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/test_corr07_verification.dart,23645,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/test_corr07_verification.dart.metadata.json,127,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/test_cycle.py,2175,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/test_cycle.py.metadata.json,115,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/test_dart_job.dart,3125,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/test_dart_job.dart.metadata.json,111,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/test_dedup.py,771,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/test_direct_proc.dart,1163,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/test_direct_proc.dart.metadata.json,122,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/test_downloadable_models_flow.py,6478,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/test_downloadable_models_flow.py.metadata.json,216,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/test_e2e_r3_fix1.py,4273,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/test_e2e_r3_fix1.py.metadata.json,192,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/test_embed_font.dart,120920,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/test_er10_suite.py,16949,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/test_exports.dart,7964,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/test_exports.dart.metadata.json,114,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/test_ext.py,746,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/test_ext.py.metadata.json,109,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/test_extract.dart,439,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/test_fault_injections.py,2123,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/test_fault_injections.py.metadata.json,122,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/test_full_vbs.vbs,582,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/test_full_vbs.vbs.metadata.json,121,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/test_gmail_phase_a.py,3516,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/test_gmail_phase_a.py.metadata.json,107,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/test_gmail_phase_a_retest.py,4641,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/test_gmail_phase_a_retest.py.metadata.json,134,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/test_gmail_phase_b.py,2021,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/test_gmail_phase_b.py.metadata.json,131,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/test_handshake.py,1272,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/test_handshake.py.metadata.json,111,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/test_harness.py,1573,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/test_harness.py.metadata.json,99,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/test_inpaint.py,2048,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/test_inpaint.py.metadata.json,148,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/test_jarvisol_4_flows.py,5207,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/test_job_object.py,3135,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/test_job_object.py.metadata.json,112,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/test_keybd.py,1356,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/test_keybd.py.metadata.json,122,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/test_litert_boundary.py,5727,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/test_litert_boundary.py.metadata.json,217,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/test_litert_boundary2.py,3199,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/test_live_mcp_gmail.py,808,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/test_live_mcp_gmail.py.metadata.json,130,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/test_live_server_r3.py,2785,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/test_live_server_r3.py.metadata.json,144,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/test_local_rag.py,5163,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/test_local_rag.py.metadata.json,143,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/test_mcp_and_isolation.dart,8970,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/test_mcp_and_isolation.dart.metadata.json,158,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/test_mock_socket.py,1259,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/test_mock_socket.py.metadata.json,102,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/test_model_filter.py,4527,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/test_model_filter.py.metadata.json,295,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/test_multispeaker_e2e.py,4805,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/test_multispeaker_e2e.py.metadata.json,129,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/test_ocr_font.py,2507,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/test_ocr_font.py.metadata.json,122,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/test_pdf.dart,928,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/test_phase_f_audio_nr.py,10748,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/test_portability.py,4664,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/test_portability.py.metadata.json,237,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/test_qwen3_reference_leak.py,4801,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/test_qwen3_reference_leak.py.metadata.json,171,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/test_rag_textonly.py,2063,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/test_rag_textonly.py.metadata.json,138,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/test_real_download_flows.py,5761,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/test_real_download_flows.py.metadata.json,117,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/test_regex.vbs,986,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/test_regex.vbs.metadata.json,113,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/test_release_runtime.py,1864,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/test_relocatable_py.py,951,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/test_relocatable_py.py.metadata.json,124,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/test_retry.py,2293,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/test_retry.py.metadata.json,134,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/test_robust_clamp.py,1289,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/test_screenshot.py,1546,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/test_screenshot.py.metadata.json,117,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/test_sd_cli_loading.py,3196,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/test_sd_cli_loading.py.metadata.json,146,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/test_single_model.py,2257,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/test_single_model.py.metadata.json,127,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/test_t2i_sd15.py,2837,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/test_t2i_sd15.py.metadata.json,191,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/test_tab_autospawn.py,4553,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/test_tab_autospawn.py.metadata.json,117,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/test_tnr027_suite.py,5204,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/test_tnr027_suite.py.metadata.json,118,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/test_token_dedup.py,1231,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/test_tray_run.py,1464,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/test_tray_run.py.metadata.json,98,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/test_ui_diag.py,956,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/test_ui_diag.py.metadata.json,125,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/test_vbs.vbs,1185,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/test_vbs.vbs.metadata.json,116,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/test_vbs_logic.py,1075,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/test_vbs_logic.py.metadata.json,98,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/test_virgin_state.py,4802,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/test_virgin_state.py.metadata.json,238,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/test_vision_fixture.py,1916,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/test_vision_fixture.py.metadata.json,157,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/test_web_canaries.py,3569,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/test_web_canaries.py.metadata.json,140,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/test_wm_close.py,2358,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/test_wm_close.py.metadata.json,126,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/time_netstat.vbs,318,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/time_netstat.vbs.metadata.json,102,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/tree_matches.json,3599,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/true_prompt.txt,23084,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/update_evidence_files.py,2850,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/update_evidence_files.py.metadata.json,109,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/update_runner.py,10535,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/update_runner.py.metadata.json,107,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/update_runner_q.py,10327,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/update_runner_q.py.metadata.json,112,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/update_source_manifests.py,5021,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/update_source_manifests.py.metadata.json,155,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/update_test_script.py,1473,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/update_test_script.py.metadata.json,103,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/upload_lot002_memory.py,3080,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/upload_lot002_memory.py.metadata.json,121,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/upload_memories.py,4435,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/upload_memories.py.metadata.json,145,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/user_prompt_corr06fix.md,4332,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/user_prompt_corr06fix.txt,4296,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/user_prompt_corr06fix_full.md,15247,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/user_prompt_er7.txt,4263,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/user_prompt_er7_full.txt,12852,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/user_prompt_p2.txt,28581,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/user_prompt_v1_1.txt,4296,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/user_prompt_v1_1_full.txt,12175,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/user_request_5.txt,4344,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/user_request_asr002.txt,4330,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/user_request_asr002_full.txt,8861,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/vbs_backup_dir.txt,82,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/verify_13_image_and_3_litert_models.py,5851,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/verify_13_image_and_3_litert_models.py.metadata.json,135,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/verify_c83_iofinal_models_integrity.py,6385,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/verify_c83_iofinal_models_integrity.py.metadata.json,132,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/verify_c83_models_integrity.py,6255,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/verify_c83_models_integrity.py.metadata.json,148,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/verify_cand_815.py,2743,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/verify_cand_815.py.metadata.json,135,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/verify_canonical_c7.py,5098,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/verify_canonical_c7.py.metadata.json,136,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/verify_catalog_v2_conformance.py,3102,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/verify_catalog_v2_conformance.py.metadata.json,156,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/verify_clean_state.py,542,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/verify_clean_state.py.metadata.json,110,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/verify_docx.py,3228,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/verify_docx.py.metadata.json,139,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/verify_final_integrity.py,1131,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/verify_final_integrity.py.metadata.json,185,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/verify_live_host.dart,2653,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/verify_live_host.dart.metadata.json,111,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/verify_remote_sources.py,7749,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/verify_remote_sources.py.metadata.json,173,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/verify_remote_sources_v2.py,11869,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/verify_remote_sources_v2.py.metadata.json,161,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/verify_v1_manifest_vs_security_state.py,4756,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/verify_v1_manifest_vs_security_state.py.metadata.json,152,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/write_advisor_svc.py,25751,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/write_advisor_svc.py.metadata.json,122,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/write_cleanroom_tests.py,19724,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/write_cleanroom_tests.py.metadata.json,111,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/write_clean_screen.py,40446,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/write_clean_screen.py.metadata.json,165,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/write_dialog.py,16905,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/write_dialog_and_tests.py,14156,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/write_dialog_and_tests.py.metadata.json,114,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/write_image_model_catalog.py,18164,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/write_image_model_catalog.py.metadata.json,142,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/write_image_model_catalog_service.py,10577,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/write_image_model_catalog_service.py.metadata.json,129,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/write_image_model_installer_p1_test.py,57355,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/write_image_model_installer_p1_test.py.metadata.json,110,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/write_image_model_installer_service.py,14595,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/write_image_model_installer_service.py.metadata.json,131,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
scratch/write_image_model_install_planner.py,5512,Diagnostic / Qualification Harness Script,Automated verification test script or test fixture,Keep for regression replay audit or archive with test logs
